,id,date,store_nbr,family,sales,onpromotion
1949508,1949508,2016-01-03 00:00:00,1,AUTOMOTIVE,1.0,0
1951290,1951290,2016-01-04 00:00:00,1,AUTOMOTIVE,8.0,0
1953072,1953072,2016-01-05 00:00:00,1,AUTOMOTIVE,7.0,0
1954854,1954854,2016-01-06 00:00:00,1,AUTOMOTIVE,9.0,0
1956636,1956636,2016-01-07 00:00:00,1,AUTOMOTIVE,5.0,0
1958418,1958418,2016-01-08 00:00:00,1,AUTOMOTIVE,5.0,0
1960200,1960200,2016-01-09 00:00:00,1,AUTOMOTIVE,6.0,0
1961982,1961982,2016-01-10 00:00:00,1,AUTOMOTIVE,1.0,0
1963764,1963764,2016-01-11 00:00:00,1,AUTOMOTIVE,3.0,0
1965546,1965546,2016-01-12 00:00:00,1,AUTOMOTIVE,5.0,0
1967328,1967328,2016-01-13 00:00:00,1,AUTOMOTIVE,2.0,0
1969110,1969110,2016-01-14 00:00:00,1,AUTOMOTIVE,2.0,0
1970892,1970892,2016-01-15 00:00:00,1,AUTOMOTIVE,5.0,0
1974456,1974456,2016-01-17 00:00:00,1,AUTOMOTIVE,3.0,0
1976238,1976238,2016-01-18 00:00:00,1,AUTOMOTIVE,3.0,0
1979802,1979802,2016-01-20 00:00:00,1,AUTOMOTIVE,4.0,0
1981584,1981584,2016-01-21 00:00:00,1,AUTOMOTIVE,1.0,0
1983366,1983366,2016-01-22 00:00:00,1,AUTOMOTIVE,7.0,0
1985148,1985148,2016-01-23 00:00:00,1,AUTOMOTIVE,5.0,0
1986930,1986930,2016-01-24 00:00:00,1,AUTOMOTIVE,3.0,0
1988712,1988712,2016-01-25 00:00:00,1,AUTOMOTIVE,1.0,0
1990494,1990494,2016-01-26 00:00:00,1,AUTOMOTIVE,2.0,0
1992276,1992276,2016-01-27 00:00:00,1,AUTOMOTIVE,7.0,0
1994058,1994058,2016-01-28 00:00:00,1,AUTOMOTIVE,2.0,0
1995840,1995840,2016-01-29 00:00:00,1,AUTOMOTIVE,9.0,0
1997622,1997622,2016-01-30 00:00:00,1,AUTOMOTIVE,4.0,0
1999404,1999404,2016-01-31 00:00:00,1,AUTOMOTIVE,2.0,0
2001186,2001186,2016-02-01 00:00:00,1,AUTOMOTIVE,7.0,0
2002968,2002968,2016-02-02 00:00:00,1,AUTOMOTIVE,7.0,0
2004750,2004750,2016-02-03 00:00:00,1,AUTOMOTIVE,5.0,0
2006532,2006532,2016-02-04 00:00:00,1,AUTOMOTIVE,3.0,0
2008314,2008314,2016-02-05 00:00:00,1,AUTOMOTIVE,3.0,0
2010096,2010096,2016-02-06 00:00:00,1,AUTOMOTIVE,4.0,0
2011878,2011878,2016-02-07 00:00:00,1,AUTOMOTIVE,0.0,0
2013660,2013660,2016-02-08 00:00:00,1,AUTOMOTIVE,0.0,0
2015442,2015442,2016-02-09 00:00:00,1,AUTOMOTIVE,3.0,0
2017224,2017224,2016-02-10 00:00:00,1,AUTOMOTIVE,3.0,0
2019006,2019006,2016-02-11 00:00:00,1,AUTOMOTIVE,2.0,0
2022570,2022570,2016-02-13 00:00:00,1,AUTOMOTIVE,8.0,0
2024352,2024352,2016-02-14 00:00:00,1,AUTOMOTIVE,1.0,0
2026134,2026134,2016-02-15 00:00:00,1,AUTOMOTIVE,3.0,0
2027916,2027916,2016-02-16 00:00:00,1,AUTOMOTIVE,5.0,0
2029698,2029698,2016-02-17 00:00:00,1,AUTOMOTIVE,4.0,0
2031480,2031480,2016-02-18 00:00:00,1,AUTOMOTIVE,7.0,0
2033262,2033262,2016-02-19 00:00:00,1,AUTOMOTIVE,3.0,0
2035044,2035044,2016-02-20 00:00:00,1,AUTOMOTIVE,9.0,0
2036826,2036826,2016-02-21 00:00:00,1,AUTOMOTIVE,2.0,0
2038608,2038608,2016-02-22 00:00:00,1,AUTOMOTIVE,3.0,0
2040390,2040390,2016-02-23 00:00:00,1,AUTOMOTIVE,7.0,0
2042172,2042172,2016-02-24 00:00:00,1,AUTOMOTIVE,3.0,0
2045736,2045736,2016-02-26 00:00:00,1,AUTOMOTIVE,5.0,0
2047518,2047518,2016-02-27 00:00:00,1,AUTOMOTIVE,3.0,0
2049300,2049300,2016-02-28 00:00:00,1,AUTOMOTIVE,4.0,0
2051082,2051082,2016-02-29 00:00:00,1,AUTOMOTIVE,3.0,0
2052864,2052864,2016-03-01 00:00:00,1,AUTOMOTIVE,5.0,0
2054646,2054646,2016-03-02 00:00:00,1,AUTOMOTIVE,6.0,0
2058210,2058210,2016-03-04 00:00:00,1,AUTOMOTIVE,7.0,0
2059992,2059992,2016-03-05 00:00:00,1,AUTOMOTIVE,2.0,0
2061774,2061774,2016-03-06 00:00:00,1,AUTOMOTIVE,2.0,0
2065338,2065338,2016-03-08 00:00:00,1,AUTOMOTIVE,9.0,0
2067120,2067120,2016-03-09 00:00:00,1,AUTOMOTIVE,5.0,0
2068902,2068902,2016-03-10 00:00:00,1,AUTOMOTIVE,3.0,0
2070684,2070684,2016-03-11 00:00:00,1,AUTOMOTIVE,1.0,0
2074248,2074248,2016-03-13 00:00:00,1,AUTOMOTIVE,3.0,0
2076030,2076030,2016-03-14 00:00:00,1,AUTOMOTIVE,8.0,0
2077812,2077812,2016-03-15 00:00:00,1,AUTOMOTIVE,9.0,0
2079594,2079594,2016-03-16 00:00:00,1,AUTOMOTIVE,4.0,0
2081376,2081376,2016-03-17 00:00:00,1,AUTOMOTIVE,3.0,0
2083158,2083158,2016-03-18 00:00:00,1,AUTOMOTIVE,6.0,0
2084940,2084940,2016-03-19 00:00:00,1,AUTOMOTIVE,7.0,0
2086722,2086722,2016-03-20 00:00:00,1,AUTOMOTIVE,2.0,0
2088504,2088504,2016-03-21 00:00:00,1,AUTOMOTIVE,2.0,0
2093850,2093850,2016-03-24 00:00:00,1,AUTOMOTIVE,5.0,0
2095632,2095632,2016-03-25 00:00:00,1,AUTOMOTIVE,1.0,0
2097414,2097414,2016-03-26 00:00:00,1,AUTOMOTIVE,4.0,0
2099196,2099196,2016-03-27 00:00:00,1,AUTOMOTIVE,5.0,0
2100978,2100978,2016-03-28 00:00:00,1,AUTOMOTIVE,3.0,0
2102760,2102760,2016-03-29 00:00:00,1,AUTOMOTIVE,3.0,0
2104542,2104542,2016-03-30 00:00:00,1,AUTOMOTIVE,2.0,0
2106324,2106324,2016-03-31 00:00:00,1,AUTOMOTIVE,2.0,0
2108106,2108106,2016-04-01 00:00:00,1,AUTOMOTIVE,8.0,0
2109888,2109888,2016-04-02 00:00:00,1,AUTOMOTIVE,6.0,0
2111670,2111670,2016-04-03 00:00:00,1,AUTOMOTIVE,1.0,0
2113452,2113452,2016-04-04 00:00:00,1,AUTOMOTIVE,5.0,0
2115234,2115234,2016-04-05 00:00:00,1,AUTOMOTIVE,4.0,0
2117016,2117016,2016-04-06 00:00:00,1,AUTOMOTIVE,7.0,0
2118798,2118798,2016-04-07 00:00:00,1,AUTOMOTIVE,5.0,0
2120580,2120580,2016-04-08 00:00:00,1,AUTOMOTIVE,9.0,0
2122362,2122362,2016-04-09 00:00:00,1,AUTOMOTIVE,4.0,0
2124144,2124144,2016-04-10 00:00:00,1,AUTOMOTIVE,3.0,0
2125926,2125926,2016-04-11 00:00:00,1,AUTOMOTIVE,5.0,0
2127708,2127708,2016-04-12 00:00:00,1,AUTOMOTIVE,6.0,0
2129490,2129490,2016-04-13 00:00:00,1,AUTOMOTIVE,2.0,0
2131272,2131272,2016-04-14 00:00:00,1,AUTOMOTIVE,2.0,0
2133054,2133054,2016-04-15 00:00:00,1,AUTOMOTIVE,5.0,0
2134836,2134836,2016-04-16 00:00:00,1,AUTOMOTIVE,6.0,0
2136618,2136618,2016-04-17 00:00:00,1,AUTOMOTIVE,1.0,0
2140182,2140182,2016-04-19 00:00:00,1,AUTOMOTIVE,4.0,0
2141964,2141964,2016-04-20 00:00:00,1,AUTOMOTIVE,9.0,0
2143746,2143746,2016-04-21 00:00:00,1,AUTOMOTIVE,4.0,0
2145528,2145528,2016-04-22 00:00:00,1,AUTOMOTIVE,2.0,0
2147310,2147310,2016-04-23 00:00:00,1,AUTOMOTIVE,3.0,0
2149092,2149092,2016-04-24 00:00:00,1,AUTOMOTIVE,0.0,0
2152656,2152656,2016-04-26 00:00:00,1,AUTOMOTIVE,1.0,0
2154438,2154438,2016-04-27 00:00:00,1,AUTOMOTIVE,8.0,0
2156220,2156220,2016-04-28 00:00:00,1,AUTOMOTIVE,6.0,0
2158002,2158002,2016-04-29 00:00:00,1,AUTOMOTIVE,5.0,0
